Date,ServiceCategory,MarketingChannel,Season,CustomerType,AdSpend,Conversions,Revenue,DayName,MonthName,Year,ConversionRate,ROI,RevenuePerConversion,CustomerFlag,Segment,SpendPerConversion,PerformanceScore,LoyaltyPotential,ChannelEfficiency,Cost_per_Conversion
2025-03-23,Smoothie,Instagram,Fall,Returning,75.3,6,270.23,Sunday,March,2025,0.0796812749003984,3.5887118193891108,45.038333333333334,1,Returning_Instagram,12.549999999999999,0.2859531330190526,3.2240023204473434,0.0796812749003984,12.549999999999999
2024-05-28,Pastry,Google Ads,Spring,Returning,46.03,3,16.61,Tuesday,May,2024,0.0651748859439496,0.36085161850966757,5.536666666666666,1,Returning_Google Ads,15.343333333333334,0.023518463079057198,0.36085161850966757,0.0651748859439496,15.343333333333334
2025-04-08,Coffee,Google Ads,Winter,Returning,117.01,2,92.16,Tuesday,April,2025,0.01709255619177848,0.7876249893171523,46.08,1,Returning_Google Ads,58.505,0.01346252438795235,0.7876249893171523,0.01709255619177848,58.505
2024-07-01,Sandwich,Flyers,Fall,Returning,109.7,6,278.79,Monday,July,2024,0.05469462169553327,2.5413855970829538,46.465,1,Returning_Flyers,18.283333333333335,0.1390001238149291,2.5413855970829538,0.05469462169553327,18.283333333333335
2025-02-14,Smoothie,Google Ads,Summer,New,174.7,7,290.42,Friday,February,2025,0.040068689181453926,1.6623926731539784,41.48857142857143,0,New_Google Ads,24.957142857142856,0.06660989531813309,0.0,0.040068689181453926,24.957142857142856
2024-11-16,Coffee,Flyers,Fall,Returning,99.66,7,246.82,Saturday,November,2024,0.07023881196066627,2.4766205097330927,35.26,1,Returning_Flyers,14.237142857142857,0.17395488228107214,2.4766205097330927,0.07023881196066627,14.237142857142857
2024-05-29,Smoothie,Referral,Spring,Returning,148.24,2,26.71,Wednesday,May,2024,0.013491635186184564,0.18018078791149486,13.355,1,Returning_Referral,69.695,0.0024309334580611824,0.18018078791149486,0.013491635186184564,74.12
2024-09-02,Smoothie,Referral,Spring,New,189.72,6,234.7,Monday,September,2024,0.031625553447185324,1.2370862323423992,39.11666666666667,0,New_Referral,31.62,0.03912353675972167,0.0,0.031625553447185324,31.62
2024-07-19,Pastry,Instagram,Fall,Returning,70.53,10,461.08,Friday,July,2024,0.1417836381681554,5.815488989814098,46.108,1,Returning_Instagram,7.053,0.5606004644868534,3.2240023204473434,0.1417836381681554,7.053
2024-09-19,Sandwich,Instagram,Spring,New,147.64,3,109.09,Thursday,September,2024,0.02031969655919805,0.7388918992143052,36.36333333333334,0,New_Instagram,49.21333333333333,0.015014059182084231,0.0,0.02031969655919805,49.21333333333333
2024-12-14,Sandwich,Instagram,Winter,New,59.41,8,224.81,Saturday,December,2024,0.13465746507322002,3.7840430903888236,28.10125,0,New_Instagram,7.42625,0.5095496502795925,0.0,0.13465746507322002,7.42625
2024-12-09,Coffee,Referral,Winter,Returning,61.87,10,467.30875000000003,Monday,December,2024,0.16162922256343948,5.815488989814098,46.730875000000005,1,Returning_Referral,6.186999999999999,0.5606004644868534,3.2240023204473434,0.16162922256343948,6.186999999999999
2024-06-03,Smoothie,Flyers,Summer,Returning,88.45,1,15.43,Monday,June,2024,0.011305822498586773,0.1744488411531939,15.43,1,Returning_Flyers,69.695,0.0019722876331621695,0.1744488411531939,0.011305822498586773,88.45
2024-10-26,Smoothie,Referral,Summer,Returning,62.23,9,87.67,Saturday,October,2024,0.14462477904547646,1.4088060421018802,9.741111111111111,1,Returning_Referral,6.914444444444444,0.20374826255691664,1.4088060421018802,0.14462477904547646,6.914444444444444
2025-02-25,Sandwich,Flyers,Summer,New,180.34,1,8.7,Tuesday,February,2025,0.005545081512698237,0.048242209160474656,8.7,0,New_Flyers,69.695,0.0002675069821474695,0.0,0.005545081512698237,180.34
2024-05-31,Coffee,Google Ads,Spring,Returning,179.7,2,47.38,Friday,May,2024,0.011129660545353368,0.2636616583194213,23.69,1,Returning_Google Ads,69.695,0.0029344647559201038,0.2636616583194213,0.011129660545353368,89.85
2024-10-24,Smoothie,Instagram,Summer,Returning,150.27,3,32.73,Thursday,October,2024,0.019964064683569573,0.21780794569774403,10.909999999999998,1,Returning_Instagram,50.09,0.004348331916505171,0.21780794569774403,0.019964064683569573,50.09
2025-04-05,Smoothie,Flyers,Winter,Returning,82.0,2,70.36,Saturday,April,2025,0.024390243902439025,0.8580487804878049,35.18,1,Returning_Flyers,41.0,0.020928019036287923,0.8580487804878049,0.024390243902439025,41.0
2024-05-29,Pastry,Google Ads,Spring,New,59.73,3,144.51,Wednesday,May,2024,0.050226017076845805,2.4193872425916623,48.169999999999995,0,New_Google Ads,19.91,0.12151618496191172,0.0,0.050226017076845805,19.91
2024-08-29,Coffee,Referral,Winter,Returning,124.47,5,169.7,Thursday,August,2024,0.04017032216598377,1.3633807343134892,33.94,1,Returning_Referral,24.894,0.054767443332268385,1.3633807343134892,0.04017032216598377,24.894
2025-05-01,Smoothie,Instagram,Spring,New,73.4,6,83.61,Thursday,May,2025,0.08174386920980926,1.139100817438692,13.935,0,New_Instagram,12.233333333333334,0.09311450823749526,0.0,0.08174386920980926,12.233333333333334
2024-12-28,Sandwich,Referral,Winter,Returning,156.58,3,129.26,Saturday,December,2024,0.019159535061949163,0.8255205007025161,43.086666666666666,1,Returning_Referral,52.193333333333335,0.015816588977567686,0.8255205007025161,0.019159535061949163,52.193333333333335
2024-11-06,Sandwich,Flyers,Fall,New,77.08,10,407.39,Wednesday,November,2024,0.12973533990659056,5.2852880124545925,40.739,0,New_Flyers,7.708,0.5606004644868534,0.0,0.12973533990659056,7.708
2024-10-01,Coffee,Flyers,Summer,New,21.31,2,73.18,Tuesday,October,2024,0.09385265133740028,3.4340685124354766,36.59,0,New_Flyers,10.655,0.3222964347663516,0.0,0.09385265133740028,10.655
2024-12-24,Sandwich,Instagram,Winter,New,114.75,6,271.83,Tuesday,December,2024,0.05228758169934641,2.368888888888889,45.305,0,New_Instagram,19.125,0.1238634713144517,0.0,0.05228758169934641,19.125
2024-06-06,Coffee,Google Ads,Summer,Returning,155.38,10,65.98,Thursday,June,2024,0.0643583472776419,0.42463637533788134,6.598000000000001,1,Returning_Google Ads,15.538,0.027328895310714463,0.42463637533788134,0.0643583472776419,15.538
2025-04-27,Coffee,Flyers,Winter,Returning,10.89,5,136.55,Sunday,April,2025,0.18808314201505583,5.815488989814098,27.310000000000002,1,Returning_Flyers,2.178,0.5606004644868534,3.2240023204473434,0.18808314201505583,2.178
2024-07-21,Smoothie,Google Ads,Fall,Returning,121.06,9,306.63,Sunday,July,2024,0.07434330084255741,2.532876259705931,34.07,1,Returning_Google Ads,13.45111111111111,0.1883023817722896,2.532876259705931,0.07434330084255741,13.45111111111111
2024-08-23,Sandwich,Referral,Winter,New,37.23,5,185.69,Friday,August,2024,0.13430029546065003,4.987644372817621,37.138,0,New_Referral,7.446,0.5606004644868534,0.0,0.13430029546065003,7.446
2024-09-23,Coffee,Referral,Spring,New,99.72,10,75.43,Monday,September,2024,0.10028078620136383,0.7564179703168874,7.543000000000001,0,New_Referral,9.972,0.07585418876021735,0.0,0.10028078620136383,9.972
2025-01-27,Coffee,Google Ads,Spring,New,59.77,3,44.99,Monday,January,2025,0.05019240421616195,0.7527187552283754,14.996666666666668,0,New_Google Ads,19.923333333333336,0.037780764023508884,0.0,0.05019240421616195,19.923333333333336
2024-09-12,Coffee,Google Ads,Spring,New,124.19,3,132.31,Thursday,September,2024,0.024156534342539657,1.0653836862871406,44.10333333333333,0,New_Google Ads,41.39666666666667,0.025735977605776807,0.0,0.024156534342539657,41.39666666666667
2024-12-22,Sandwich,Referral,Winter,New,57.84,8,255.31,Sunday,December,2024,0.1383125864453665,4.414073305670816,31.91375,0,New_Referral,7.23,0.5606004644868534,0.0,0.1383125864453665,7.23
2025-03-07,Coffee,Google Ads,Fall,New,101.87,2,19.0,Friday,March,2025,0.019632865416707567,0.1865122214587219,9.5,0,New_Google Ads,50.935,0.003661769342470244,0.0,0.019632865416707567,50.935
2024-05-20,Pastry,Flyers,Spring,New,166.37,3,132.35,Monday,May,2024,0.018032097132896555,0.795516018512953,44.11666666666667,0,New_Flyers,55.45666666666667,0.014344822116600701,0.0,0.018032097132896555,55.45666666666667
2024-11-22,Sandwich,Flyers,Fall,Returning,37.44,10,258.39,Friday,November,2024,0.18808314201505583,5.815488989814098,25.839,1,Returning_Flyers,3.7439999999999998,0.5606004644868534,3.2240023204473434,0.18808314201505583,3.7439999999999998
2025-04-20,Smoothie,Referral,Winter,Returning,66.47,9,279.23,Sunday,April,2025,0.1353994283135249,4.200842485331729,31.025555555555556,1,Returning_Referral,7.385555555555555,0.5606004644868534,3.2240023204473434,0.1353994283135249,7.385555555555555
2024-10-06,Smoothie,Google Ads,Summer,Returning,137.45,6,118.77,Sunday,October,2024,0.043652237177155336,0.8640960349217898,19.794999999999998,1,Returning_Google Ads,22.90833333333333,0.037719725060245464,0.8640960349217898,0.043652237177155336,22.90833333333333
2024-05-30,Smoothie,Referral,Spring,Returning,40.67,2,14.99,Thursday,May,2024,0.049176297024834024,0.36857634620113106,7.495,1,Returning_Referral,20.335,0.018125219877114875,0.36857634620113106,0.049176297024834024,20.335
2024-06-04,Sandwich,Google Ads,Summer,Returning,35.95,2,82.57,Tuesday,June,2024,0.05563282336578581,2.296801112656467,41.285,1,Returning_Google Ads,17.975,0.12777753060675756,2.296801112656467,0.05563282336578581,17.975
2024-12-31,Coffee,Referral,Winter,New,117.24,8,321.9,Tuesday,December,2024,0.0682360968952576,2.745649948822927,40.2375,0,New_Referral,14.655,0.18735243594834033,0.0,0.0682360968952576,14.655
2025-04-25,Coffee,Referral,Winter,Returning,91.22,6,70.12,Friday,April,2025,0.065775049331287,0.7686910765183075,11.686666666666667,1,Returning_Referral,15.203333333333333,0.05056069347851178,0.7686910765183075,0.065775049331287,15.203333333333333
2024-08-20,Pastry,Flyers,Winter,New,163.2,9,366.01,Tuesday,August,2024,0.05514705882352942,2.2427083333333333,40.66777777777778,0,New_Flyers,18.133333333333333,0.12367876838235295,0.0,0.05514705882352942,18.133333333333333
2025-03-12,Smoothie,Google Ads,Fall,Returning,78.14,8,357.84,Wednesday,March,2025,0.10238034297414897,4.579472741233682,44.73,1,Returning_Google Ads,9.7675,0.46884798988827053,3.2240023204473434,0.10238034297414897,9.7675
2024-08-11,Sandwich,Google Ads,Winter,New,39.44,8,238.9,Sunday,August,2024,0.18808314201505583,5.815488989814098,29.8625,0,New_Google Ads,4.93,0.5606004644868534,0.0,0.18808314201505583,4.93
2024-11-15,Sandwich,Instagram,Fall,Returning,163.06,7,120.35,Friday,November,2024,0.04292898319636943,0.7380718753832944,17.192857142857143,1,Returning_Instagram,23.294285714285714,0.03168467513604232,0.7380718753832944,0.04292898319636943,23.294285714285714
2025-04-10,Coffee,Instagram,Winter,Returning,153.81,2,12.09,Thursday,April,2025,0.013003055718093752,0.07860347181587674,6.045,1,Returning_Instagram,69.695,0.001022085323657457,0.07860347181587674,0.013003055718093752,76.905
2024-07-02,Smoothie,Referral,Fall,Returning,122.4,2,76.45,Tuesday,July,2024,0.016339869281045753,0.6245915032679739,38.225,1,Returning_Referral,61.2,0.010205743517450554,0.6245915032679739,0.016339869281045753,61.2
2025-04-30,Pastry,Flyers,Winter,New,174.27,9,202.52,Wednesday,April,2025,0.051644000688586676,1.1621047799391748,22.502222222222223,0,New_Flyers,19.363333333333333,0.060015740055388615,0.0,0.051644000688586676,19.363333333333333
2024-10-18,Sandwich,Google Ads,Summer,Returning,54.21,7,100.48,Friday,October,2024,0.12912746725696367,1.8535325585685298,14.354285714285714,1,Returning_Google Ads,7.744285714285715,0.23934196476627392,1.8535325585685298,0.12912746725696367,7.744285714285715
2025-02-21,Sandwich,Google Ads,Summer,New,150.07,8,339.96,Friday,February,2025,0.053308456053841546,2.265342840007996,42.495,0,New_Google Ads,18.75875,0.12076192923345086,0.0,0.053308456053841546,18.75875
2024-10-19,Smoothie,Google Ads,Summer,New,147.31,8,367.74,Saturday,October,2024,0.05430724322856561,2.49636820310909,45.9675,0,New_Google Ads,18.41375,0.1355708751943026,0.0,0.05430724322856561,18.41375
2025-02-17,Coffee,Flyers,Summer,Returning,126.59,7,43.63,Monday,February,2025,0.05529662690575875,0.3446559759854649,6.232857142857143,1,Returning_Flyers,18.084285714285716,0.019058312914908396,0.3446559759854649,0.05529662690575875,18.084285714285716
2024-10-21,Pastry,Instagram,Summer,Returning,94.0,5,225.67,Monday,October,2024,0.05319148936170213,2.4007446808510635,45.134,1,Returning_Instagram,18.8,0.12769918515165232,2.4007446808510635,0.05319148936170213,18.8
2024-07-03,Coffee,Flyers,Fall,New,44.58,9,49.17,Wednesday,July,2024,0.18808314201505583,1.1029609690444147,5.463333333333334,0,New_Flyers,4.953333333333333,0.22267045135486163,0.0,0.18808314201505583,4.953333333333333
2024-12-15,Smoothie,Instagram,Winter,Returning,43.86,4,96.74,Sunday,December,2024,0.09119927040583675,2.2056543547651617,24.185,1,Returning_Instagram,10.965,0.20115406792203938,2.2056543547651617,0.09119927040583675,10.965
2024-05-15,Sandwich,Google Ads,Spring,New,138.4,8,399.15,Wednesday,May,2024,0.057803468208092484,2.884031791907514,49.89375,0,New_Google Ads,17.3,0.166707039994654,0.0,0.057803468208092484,17.3
2025-01-19,Smoothie,Flyers,Spring,Returning,54.91,7,85.46,Sunday,January,2025,0.12748133309051177,1.5563649608450192,12.208571428571428,1,Returning_Flyers,7.844285714285713,0.1984074799838852,1.5563649608450192,0.12748133309051177,7.844285714285713
2025-04-21,Sandwich,Google Ads,Winter,Returning,99.6,3,101.66,Monday,April,2025,0.030120481927710847,1.0206827309236948,33.88666666666666,1,Returning_Google Ads,33.199999999999996,0.030743455750713702,1.0206827309236948,0.030120481927710847,33.199999999999996
2024-05-11,Sandwich,Referral,Spring,Returning,125.11,1,22.54,Saturday,May,2024,0.007992966189753018,0.180161457917033,22.54,1,Returning_Referral,69.695,0.001440024441827456,0.180161457917033,0.007992966189753018,125.11
2024-10-16,Smoothie,Google Ads,Summer,Returning,173.09,9,121.81,Wednesday,October,2024,0.05199607140793806,0.703737939800104,13.534444444444444,1,Returning_Google Ads,19.232222222222223,0.03659160817032143,0.703737939800104,0.05199607140793806,19.232222222222223
2024-06-17,Pastry,Google Ads,Summer,Returning,183.47,7,90.24,Monday,June,2024,0.03815337657382678,0.4918515288603041,12.891428571428571,1,Returning_Google Ads,26.21,0.018765796599019613,0.4918515288603041,0.03815337657382678,26.21
2025-02-14,Smoothie,Google Ads,Summer,Returning,63.59,7,200.37,Friday,February,2025,0.11008020128951092,3.1509671331970432,28.624285714285715,1,Returning_Google Ads,9.084285714285715,0.34685909627896366,3.1509671331970432,0.11008020128951092,9.084285714285715
2024-05-09,Sandwich,Google Ads,Spring,Returning,107.98,1,10.78,Thursday,May,2024,0.009260974254491572,0.09983330246341914,10.78,1,Returning_Google Ads,69.695,0.0009245536438545946,0.09983330246341914,0.009260974254491572,107.98
2024-11-22,Coffee,Instagram,Fall,Returning,67.63,2,89.96,Friday,November,2024,0.029572674848440044,1.3301789146828331,44.98,1,Returning_Instagram,33.815,0.03933694853416629,1.3301789146828331,0.029572674848440044,33.815
2025-02-22,Coffee,Google Ads,Summer,Returning,181.51,9,326.44,Saturday,February,2025,0.049584044956200765,1.7984684039446863,36.27111111111111,1,Returning_Google Ads,20.167777777777776,0.08917533819349996,1.7984684039446863,0.049584044956200765,20.167777777777776
2024-07-26,Smoothie,Referral,Fall,New,75.96,2,86.0,Friday,July,2024,0.026329647182727754,1.1321748288572935,43.0,0,New_Referral,37.98,0.029809763792977714,0.0,0.026329647182727754,37.98
2024-12-23,Sandwich,Flyers,Winter,New,142.77,10,444.66,Monday,December,2024,0.07004272606289837,3.114519857112839,44.466,0,New_Flyers,14.277000000000001,0.21814946116921194,0.0,0.07004272606289837,14.277000000000001
2024-10-23,Coffee,Instagram,Summer,New,52.26,4,21.54,Wednesday,October,2024,0.07654037504783774,0.4121699196326062,5.385,0,New_Instagram,13.065,0.03154764023211682,0.0,0.07654037504783774,13.065
2024-09-21,Pastry,Google Ads,Spring,New,74.76,9,233.11,Saturday,September,2024,0.1203852327447833,3.118111289459604,25.901111111111113,0,New_Google Ads,8.306666666666667,0.37537455330573083,0.0,0.1203852327447833,8.306666666666667
2025-02-23,Smoothie,Flyers,Summer,New,69.22,6,32.34,Sunday,February,2025,0.08668015024559377,0.46720600982375043,5.390000000000001,0,New_Flyers,11.536666666666667,0.040497487127167046,0.0,0.08668015024559377,11.536666666666667
2025-04-02,Pastry,Referral,Winter,New,69.29,6,59.45,Wednesday,April,2025,0.08659258190215037,0.8579881656804733,9.908333333333333,0,New_Referral,11.548333333333334,0.07429541050776214,0.0,0.08659258190215037,11.548333333333334
2025-03-08,Smoothie,Flyers,Fall,New,109.69,3,71.85,Saturday,March,2025,0.027349803993071384,0.6550278056340596,23.95,0,New_Flyers,36.56333333333333,0.01791488209410319,0.0,0.027349803993071384,36.56333333333333
2024-11-08,Sandwich,Flyers,Fall,New,104.79,8,350.4,Friday,November,2024,0.0763431625155072,3.343830518179215,43.8,0,New_Flyers,13.09875,0.2552785966736685,0.0,0.0763431625155072,13.09875
2024-10-30,Pastry,Google Ads,Summer,New,112.6,8,386.89,Wednesday,October,2024,0.07104795737122559,3.435968028419183,48.36125,0,New_Google Ads,14.075,0.24411851001202015,0.0,0.07104795737122559,14.075
2025-01-23,Coffee,Flyers,Spring,Returning,145.1,2,33.29,Thursday,January,2025,0.013783597518952447,0.22942798070296347,16.645,1,Returning_Flyers,69.695,0.0031623429455956372,0.22942798070296347,0.013783597518952447,72.55
2024-05-05,Coffee,Referral,Spring,New,150.36,3,36.41,Sunday,May,2024,0.01995211492418196,0.2421521681298217,12.136666666666665,0,New_Referral,50.120000000000005,0.004831447887666035,0.0,0.01995211492418196,50.120000000000005
2024-06-13,Smoothie,Flyers,Summer,New,157.23,4,128.48,Thursday,June,2024,0.0254404375755263,0.8171468549259047,32.12,0,New_Flyers,39.3075,0.020788573552780125,0.0,0.0254404375755263,39.3075
2025-02-01,Coffee,Instagram,Summer,Returning,128.98,2,67.9,Saturday,February,2025,0.015506280043417585,0.526438207474027,33.95,1,Returning_Instagram,64.49,0.008163098270647031,0.526438207474027,0.015506280043417585,64.49
2024-08-12,Sandwich,Flyers,Winter,New,90.12,7,109.41,Monday,August,2024,0.07767421216156235,1.2140479360852197,15.629999999999999,0,New_Flyers,12.874285714285715,0.09430021696179024,0.0,0.07767421216156235,12.874285714285715
2024-06-12,Sandwich,Google Ads,Summer,Returning,95.87,4,196.97,Wednesday,June,2024,0.04172316678835923,2.0545530405757795,49.2425,1,Returning_Google Ads,23.9675,0.08572245918747384,2.0545530405757795,0.04172316678835923,23.9675
2024-09-15,Sandwich,Flyers,Spring,Returning,188.02,10,223.64,Sunday,September,2024,0.05318583129454313,1.1894479310711625,22.363999999999997,1,Returning_Flyers,18.802,0.06326177699559421,1.1894479310711625,0.05318583129454313,18.802
2025-04-27,Coffee,Flyers,Winter,New,152.23,4,182.33,Sunday,April,2025,0.026276029691913554,1.1977271234316496,45.5825,0,New_Flyers,38.0575,0.03147151345810023,0.0,0.026276029691913554,38.0575
2024-11-19,Coffee,Referral,Fall,New,32.47,8,235.35,Tuesday,November,2024,0.18808314201505583,5.815488989814098,29.41875,0,New_Referral,4.05875,0.5606004644868534,0.0,0.18808314201505583,4.05875
2024-06-24,Smoothie,Google Ads,Summer,New,27.11,3,50.62,Monday,June,2024,0.11066027296200664,1.867207672445592,16.87333333333333,0,New_Google Ads,9.036666666666667,0.2066257107095823,0.0,0.11066027296200664,9.036666666666667
2024-07-08,Coffee,Instagram,Fall,Returning,72.4,3,30.07,Monday,July,2024,0.04143646408839779,0.41533149171270717,10.023333333333333,1,Returning_Instagram,24.133333333333336,0.017209868441134275,0.41533149171270717,0.04143646408839779,24.133333333333336
2024-10-29,Sandwich,Referral,Summer,New,155.46,5,77.41,Tuesday,October,2024,0.03216261417728033,0.49794159269265403,15.482,0,New_Referral,31.092000000000002,0.0160151033285943,0.0,0.03216261417728033,31.092000000000002
2025-03-22,Pastry,Google Ads,Fall,Returning,44.72,3,84.43,Saturday,March,2025,0.06708407871198568,1.8879695885509842,28.143333333333334,1,Returning_Google Ads,14.906666666666666,0.12665270048418945,1.8879695885509842,0.06708407871198568,14.906666666666666
2024-05-13,Coffee,Flyers,Spring,New,67.89,8,64.61,Monday,May,2024,0.11783767859773163,0.95168655177493,8.07625,0,New_Flyers,8.48625,0.11214453401383769,0.0,0.11783767859773163,8.48625
2024-11-14,Sandwich,Instagram,Fall,New,178.93,2,23.95,Thursday,November,2024,0.011177555468619012,0.13385122673671268,11.975,0,New_Instagram,69.695,0.0014961295113923062,0.0,0.011177555468619012,89.465
2024-10-27,Smoothie,Referral,Summer,Returning,29.82,6,125.97,Sunday,October,2024,0.18808314201505583,4.224346076458753,20.995,1,Returning_Referral,4.97,0.5606004644868534,3.2240023204473434,0.18808314201505583,4.97
2024-05-31,Pastry,Referral,Spring,New,92.26,6,120.57,Friday,May,2024,0.06503360069369174,1.3068502059397353,20.095,0,New_Referral,15.376666666666667,0.08498917445955356,0.0,0.06503360069369174,15.376666666666667
2024-07-20,Sandwich,Flyers,Fall,New,11.0,5,52.55,Saturday,July,2024,0.18808314201505583,4.777272727272727,10.51,0,New_Flyers,2.2,0.5606004644868534,0.0,0.18808314201505583,2.2
2025-02-27,Sandwich,Referral,Summer,Returning,98.3,3,56.26,Thursday,February,2025,0.030518819938962362,0.5723296032553408,18.753333333333334,1,Returning_Referral,32.766666666666666,0.01746682410748751,0.5723296032553408,0.030518819938962362,32.766666666666666
2024-12-04,Coffee,Google Ads,Winter,New,95.65,4,45.2,Wednesday,December,2024,0.04181913225300575,0.47255619445896496,11.3,0,New_Google Ads,23.9125,0.01976188999305656,0.0,0.04181913225300575,23.9125
2024-06-27,Coffee,Flyers,Summer,New,121.61,4,44.78,Thursday,June,2024,0.03289203190527095,0.3682262971795083,11.195,0,New_Flyers,30.4025,0.012111711115188169,0.0,0.03289203190527095,30.4025
2024-07-08,Sandwich,Flyers,Fall,New,55.67,7,175.61,Monday,July,2024,0.12574097359439554,3.154481767558829,25.087142857142858,0,New_Flyers,7.952857142857143,0.39664760863861687,0.0,0.12574097359439554,7.952857142857143
2024-09-25,Smoothie,Referral,Spring,New,87.74,2,73.09,Wednesday,September,2024,0.022794620469569184,0.8330294050604058,36.545,0,New_Referral,43.87,0.018988589128342965,0.0,0.022794620469569184,43.87
2024-10-19,Sandwich,Referral,Summer,Returning,46.62,8,309.7,Saturday,October,2024,0.1716001716001716,5.815488989814098,38.7125,1,Returning_Referral,5.8275,0.5606004644868534,3.2240023204473434,0.1716001716001716,5.8275
2024-10-31,Pastry,Flyers,Summer,New,73.84,6,169.76,Thursday,October,2024,0.08125677139761646,2.2990249187432283,28.293333333333333,0,New_Flyers,12.306666666666667,0.18681134225974225,0.0,0.08125677139761646,12.306666666666667
2024-05-26,Coffee,Instagram,Spring,New,147.64,10,177.99,Sunday,May,2024,0.0677323218639935,1.2055675968572204,17.799,0,New_Instagram,14.764,0.08165589249913441,0.0,0.0677323218639935,14.764
2024-06-05,Smoothie,Instagram,Summer,Returning,75.47,8,268.1,Wednesday,June,2024,0.1060023850536637,3.552404929110905,33.5125,1,Returning_Instagram,9.43375,0.3765633951621471,3.2240023204473434,0.1060023850536637,9.43375
2025-03-21,Pastry,Google Ads,Fall,New,129.63,5,89.77,Friday,March,2025,0.03857131836766181,0.6925094499730001,17.954,0,New_Google Ads,25.926,0.02671100246752296,0.0,0.03857131836766181,25.926
2025-04-29,Coffee,Flyers,Winter,New,85.66,9,271.25,Tuesday,April,2025,0.10506654214335746,3.1665888395984125,30.13888888888889,0,New_Flyers,9.517777777777777,0.332702539766352,0.0,0.10506654214335746,9.517777777777777
2025-01-15,Sandwich,Flyers,Spring,Returning,55.17,1,14.17,Wednesday,January,2025,0.0181257930034439,0.25684248685880007,14.17,1,Returning_Flyers,55.17,0.00465547375129237,0.25684248685880007,0.0181257930034439,55.17
2025-01-05,Smoothie,Referral,Spring,New,56.85,6,210.04,Sunday,January,2025,0.10554089709762533,3.6946350043975373,35.00666666666667,0,New_Referral,9.475,0.389935092812405,0.0,0.10554089709762533,9.475
2025-03-21,Coffee,Referral,Fall,New,193.75,9,234.55,Friday,March,2025,0.04645161290322581,1.2105806451612904,26.061111111111114,0,New_Referral,21.52777777777778,0.056233423517169624,0.0,0.04645161290322581,21.52777777777778
2024-07-29,Coffee,Instagram,Fall,New,175.34,6,272.0,Monday,July,2024,0.03421923120793886,1.551271814759895,45.333333333333336,0,New_Instagram,29.223333333333333,0.05308332889562775,0.0,0.03421923120793886,29.223333333333333
2024-10-27,Pastry,Referral,Summer,Returning,25.91,8,87.06,Sunday,October,2024,0.18808314201505583,3.3600926283288306,10.8825,1,Returning_Referral,3.23875,0.5606004644868534,3.2240023204473434,0.18808314201505583,3.23875
2024-09-02,Coffee,Google Ads,Spring,Returning,133.34,10,215.37,Monday,September,2024,0.07499625018749062,1.6151942402879855,21.537,1,Returning_Google Ads,13.334,0.1211335113460316,1.6151942402879855,0.07499625018749062,13.334
2024-09-24,Sandwich,Referral,Spring,Returning,81.49,7,232.29,Tuesday,September,2024,0.08590011044299915,2.8505338078291818,33.184285714285714,1,Returning_Referral,11.641428571428571,0.24486116891402965,2.8505338078291818,0.08590011044299915,11.641428571428571
2024-06-30,Sandwich,Flyers,Summer,Returning,39.31,5,131.52,Sunday,June,2024,0.1271940981938438,3.3457135588908677,26.304000000000002,1,Returning_Flyers,7.862,0.42555501893803965,3.2240023204473434,0.1271940981938438,7.862
2025-03-29,Smoothie,Instagram,Fall,Returning,59.04,1,29.37,Saturday,March,2025,0.01693766937669377,0.49745934959349597,29.37,1,Returning_Instagram,59.04,0.008425801991759756,0.49745934959349597,0.01693766937669377,59.04
2024-09-12,Sandwich,Instagram,Spring,Returning,177.79,8,292.25,Thursday,September,2024,0.044996906462680696,1.643793239214804,36.53125,1,Returning_Instagram,22.22375,0.07396561062893545,1.643793239214804,0.044996906462680696,22.22375
2024-09-04,Sandwich,Flyers,Spring,New,137.75,2,10.62,Wednesday,September,2024,0.014519056261343012,0.07709618874773139,5.31,0,New_Flyers,68.875,0.001119363901963432,0.0,0.014519056261343012,68.875
2024-10-01,Smoothie,Google Ads,Summer,Returning,100.98,1,48.76,Tuesday,October,2024,0.009902951079421667,0.4828678946326005,48.76,1,Returning_Google Ads,69.695,0.0047818171383699785,0.4828678946326005,0.009902951079421667,100.98
2025-01-29,Smoothie,Instagram,Spring,New,82.94,9,101.99,Wednesday,January,2025,0.10851217747769472,1.2296841089944537,11.33222222222222,0,New_Instagram,9.215555555555556,0.13343570027670706,0.0,0.10851217747769472,9.215555555555556
2025-04-14,Pastry,Instagram,Winter,Returning,192.73,4,97.75,Monday,April,2025,0.020754423286462927,0.5071862190629378,24.4375,1,Returning_Instagram,48.1825,0.010526357475492925,0.5071862190629378,0.020754423286462927,48.1825
2024-06-10,Smoothie,Instagram,Summer,New,117.24,1,31.66,Monday,June,2024,0.0085295121119072,0.27004435346298195,31.66,0,New_Instagram,69.695,0.0023033465836146535,0.0,0.0085295121119072,117.24
2024-07-07,Sandwich,Flyers,Fall,Returning,148.97,4,107.41,Sunday,July,2024,0.02685104383432906,0.721017654561321,26.8525,1,Returning_Flyers,37.2425,0.01936007664795116,0.721017654561321,0.02685104383432906,37.2425
2024-05-04,Smoothie,Referral,Spring,New,68.28,2,31.88,Saturday,May,2024,0.029291154071470416,0.4669009958992384,15.94,0,New_Referral,34.14,0.013676069007007569,0.0,0.029291154071470416,34.14
